id,model,outcome,cot,intervention_mean,intervention_sd,intervention_n,control_mean,control_sd,control_n,time,human_time,input_tokens,output_tokens,total_tokens
#27-18,deepseek,,"The study reports T lymphocyte subsets CD3, CD4, and CD8 separately (mean ± SD) after treatment, but does not report the CD4+/CD8+ ratio. No explicit ratio or calculation is provided. Therefore, the outcome does not match the requested definition.",,,,,,,9.77,0,3284,708,3992
#27-18,final_consensus,,"The requested outcome is the CD4+/CD8+ T-cell ratio after intervention. The article reports T lymphocyte subgroup values for CD3, CD4, and CD8 before and after treatment, but it does not report the CD4+/CD8+ ratio itself. Although post-treatment CD4 and CD8 values are available for both groups, calculating a ratio from separately reported means would not be the reported CD4+/CD8+ ratio and would not provide a valid SD. Therefore, no strictly matching outcome is available for extraction.",,,,,,,24.59,0,6867,1352,8219
#27-19,gpt,CD4+/CD8+ T-cell ratio,"The article reports T-cell subset outcomes including CD3+, CD4+, CD8+, and the CD4+/CD8+ T-cell ratio, which strictly matches the requested outcome. The matched outcome is in Table 2, reported before and after treatment for both groups. The intervention arm is the observation group receiving Kanglaite injection plus GP chemotherapy, with n=43. The control arm is the control group receiving GP chemotherapy alone, with n=42. After treatment, the CD4+/CD8+ ratio was 1.45 ± 0.21 in the intervention arm and 1.07 ± 0.19 in the control arm.",1.45,0.21,43,1.07,0.19,42,11.54,0,4912,357,5269
#27-19,deepseek,CD4+/CD8+ T-cell ratio,,1.45,0.21,43,1.07,0.19,42,5.01,0,4494,310,4804
#27-19,final_consensus,CD4+/CD8+ T-cell ratio,"The article reports T-cell subset outcomes including CD3+, CD4+, CD8+, and the CD4+/CD8+ T-cell ratio, which strictly matches the requested outcome. The matched outcome is in Table 2, reported before and after treatment for both groups. The intervention arm is the observation group receiving Kanglaite injection plus GP chemotherapy, with n=43. The control arm is the control group receiving GP chemotherapy alone, with n=42. After treatment, the CD4+/CD8+ ratio was 1.45 ± 0.21 in the intervention arm and 1.07 ± 0.19 in the control arm.",1.45,0.21,43,1.07,0.19,42,16.549999999999997,0,9406,667,10073
#27-20,gpt,CD4+/CD8+ T-cell ratio after intervention,"The article reports immune function indicators including CD3+, CD4+, NK, and CD4+/CD8+; the requested CD4+/CD8+ T-cell ratio strictly matches Table 2. The randomized arms were treatment group (GP chemotherapy + Kanglaite injection) and control group (GP chemotherapy), each with 60 patients. Table 2 provides pre- and post-treatment values as mean ± SD. For the post-intervention CD4+/CD8+ ratio, the treatment group value is 2.04 ± 0.45 and the control group value is 1.75 ± 0.39.",2.04,0.45,60,1.75,0.39,60,11.59,0,7303,382,7685
#27-20,deepseek,CD4+/CD8+ T-cell ratio,"The article reports CD4+/CD8+ T-cell ratio after intervention in Table 2. The intervention group (treatment group, n=60) had a mean of 2.04 with SD 0.45. The control group (n=60) had a mean of 1.75 with SD 0.39. This matches the requested outcome definition.",2.04,0.45,60,1.75,0.39,60,5.93,0,6699,398,7097
#27-20,final_consensus,CD4+/CD8+ T-cell ratio after intervention,"The article reports immune function indicators including CD3+, CD4+, NK, and CD4+/CD8+; the requested CD4+/CD8+ T-cell ratio strictly matches Table 2. The randomized arms were treatment group (GP chemotherapy + Kanglaite injection) and control group (GP chemotherapy), each with 60 patients. Table 2 provides pre- and post-treatment values as mean ± SD. For the post-intervention CD4+/CD8+ ratio, the treatment group value is 2.04 ± 0.45 and the control group value is 1.75 ± 0.39.",2.04,0.45,60,1.75,0.39,60,17.52,0,14002,780,14782
#27-21,gpt,,"The article reports randomized groups receiving chemotherapy plus Kanglaite versus chemotherapy alone in advanced NSCLC. Reported outcomes include short-term tumor response, 1-year and 2-year survival rates, mean survival time, median survival time, and Kaplan-Meier survival analysis. I found no CD4+/CD8+ T-cell ratio outcome reported after intervention. Therefore, no sample size, mean, or SD can be extracted for the requested outcome.",,,,,,,12.39,0,3720,391,4111
#27-21,deepseek,,"The article reports outcomes such as response rate, survival rates, average survival period, and median survival time. It does not report CD4+/CD8+ T-cell ratio or any immunoglobulin-related outcomes. Therefore, there is no matching outcome.",,,,,,,3.08,0,3429,165,3594
#27-21,final_consensus,,"The article reports randomized groups receiving chemotherapy plus Kanglaite versus chemotherapy alone in advanced NSCLC. Reported outcomes include short-term tumor response, 1-year and 2-year survival rates, mean survival time, median survival time, and Kaplan-Meier survival analysis. I found no CD4+/CD8+ T-cell ratio outcome reported after intervention. Therefore, no sample size, mean, or SD can be extracted for the requested outcome.",,,,,,,15.47,0,7149,556,7705
#27-22,gpt,,"The article reports clinical efficacy, Karnofsky functional status, adverse reactions, and overall survival after Kanglaite plus chemotherapy versus chemotherapy alone. I checked for immune outcomes and specifically for the CD4+/CD8+ T-cell ratio, but no CD4+/CD8+ ratio outcome is reported. Although total trial sample sizes are 39 per arm, these are not sample sizes for a matched CD4+/CD8+ outcome. No post-intervention means or standard deviations for CD4+/CD8+ T-cell ratio are provided. Therefore, the requested outcome cannot be extracted.",,,,,,,7.12,0,4467,538,5005
#27-22,deepseek,,"The article evaluates the efficacy of Kanglaite injection combined with chemotherapy for NSCLC. Outcomes reported include response rate, Karnofsky performance status, adverse reactions, and overall survival. There is no mention of CD4+/CD8+ T-cell ratio, immunoglobulin levels, or any other immune cell markers. Therefore, no matching outcome can be extracted.",,,,,,,3.69,0,4092,186,4278
#27-22,final_consensus,,"The article reports clinical efficacy, Karnofsky functional status, adverse reactions, and overall survival after Kanglaite plus chemotherapy versus chemotherapy alone. I checked for immune outcomes and specifically for the CD4+/CD8+ T-cell ratio, but no CD4+/CD8+ ratio outcome is reported. Although total trial sample sizes are 39 per arm, these are not sample sizes for a matched CD4+/CD8+ outcome. No post-intervention means or standard deviations for CD4+/CD8+ T-cell ratio are provided. Therefore, the requested outcome cannot be extracted.",,,,,,,10.81,0,8559,724,9283
#27-23,gpt,CD4+/CD8+ T-cell ratio after intervention,"The article reports T-cell subgroup outcomes and Table 3 specifically includes the CD4/CD8 ratio, matching the requested CD4+/CD8+ T-cell ratio outcome. The randomized groups were Kanglaite plus GP chemotherapy and GP chemotherapy alone, with 50 patients in each arm. The after-treatment row for CD4/CD8 ratio in Table 3 gives Kanglaite group as 1.71±0.59 and control group as 0.89±0.74. Therefore the post-intervention means and SDs are extracted from this row, with n=50 for both arms.",1.71,0.59,50,0.89,0.74,50,4.84,0,4527,300,4827
#27-23,deepseek,CD4+/CD8+ T-cell ratio,"The article clearly reports CD4+/CD8+ T-cell ratio after treatment in Table 3. The Kanglaite group (intervention) had mean 1.71 with SD 0.59, and the control group had mean 0.89 with SD 0.74. Both groups had a sample size of 50 patients as stated in the methods (100 patients randomized, 50 per group). This matches the requested outcome definition. No other immune markers were reported for this outcome.",1.71,0.59,50,0.89,0.74,50,6.38,0,4266,488,4754
#27-23,final_consensus,CD4+/CD8+ T-cell ratio after intervention,"The article reports T-cell subgroup outcomes and Table 3 specifically includes the CD4/CD8 ratio, matching the requested CD4+/CD8+ T-cell ratio outcome. The randomized groups were Kanglaite plus GP chemotherapy and GP chemotherapy alone, with 50 patients in each arm. The after-treatment row for CD4/CD8 ratio in Table 3 gives Kanglaite group as 1.71±0.59 and control group as 0.89±0.74. Therefore the post-intervention means and SDs are extracted from this row, with n=50 for both arms.",1.71,0.59,50,0.89,0.74,50,11.219999999999999,0,8793,788,9581
#27-24,gpt,CD4+/CD8+ T-cell ratio,"The article reports T-cell subset outcomes including CD3+, CD4+, CD8+, and CD4+/CD8+ ratio, which strictly matches the requested outcome. The matched outcome is reported in Table 3 as treatment-after values. The intervention arm is the observation group receiving Kanglaite Injection combined with GP chemotherapy, with n=99. The control arm received GP chemotherapy alone, with n=101. After treatment, the CD4+/CD8+ ratio was 1.43±0.75 in the intervention group and 0.96±0.58 in the control group.",1.43,0.75,99,0.96,0.58,101,12.2,0,5150,361,5511
#27-24,deepseek,CD4+/CD8+ T-cell ratio,"The article reports CD4+/CD8+ T-cell ratio as an outcome in Table 3, specifically after treatment. The observation group (intervention) has n=99, mean=1.43, SD=0.75. The control group has n=101, mean=0.96, SD=0.58. This matches the requested outcome definition exactly.",1.43,0.75,99,0.96,0.58,101,8.98,0,4693,628,5321
#27-24,final_consensus,CD4+/CD8+ T-cell ratio,"The article reports T-cell subset outcomes including CD3+, CD4+, CD8+, and CD4+/CD8+ ratio, which strictly matches the requested outcome. The matched outcome is reported in Table 3 as treatment-after values. The intervention arm is the observation group receiving Kanglaite Injection combined with GP chemotherapy, with n=99. The control arm received GP chemotherapy alone, with n=101. After treatment, the CD4+/CD8+ ratio was 1.43±0.75 in the intervention group and 0.96±0.58 in the control group.",1.43,0.75,99,0.96,0.58,101,21.18,0,9843,989,10832
#27-25,gpt,,"The article reports clinical efficacy, KPS quality-of-life response, and adverse reactions such as leukocyte decline and gastrointestinal reactions. I found no reported outcome for CD4+/CD8+ T-cell ratio after intervention. Therefore, no matching outcome mean, SD, or arm-specific sample size can be extracted for the requested definition.",,,,,,,13.75,0,2721,531,3252
#27-25,deepseek,,"The article does not report CD4+/CD8+ T-cell ratio. It only reports clinical response rates, KPS score improvement, and adverse events. Thus, no matching outcome.",,,,,,,5.98,0,2462,431,2893
#27-25,final_consensus,,"The article reports clinical efficacy, KPS quality-of-life response, and adverse reactions such as leukocyte decline and gastrointestinal reactions. I found no reported outcome for CD4+/CD8+ T-cell ratio after intervention. Therefore, no matching outcome mean, SD, or arm-specific sample size can be extracted for the requested definition.",,,,,,,19.73,0,5183,962,6145
#27-26,gpt,CD4+/CD8+ T-cell ratio,"The article reports immune-function outcomes including CD3, CD4, and CD4/CD8; CD4/CD8 strictly matches the requested CD4+/CD8+ T-cell ratio. The matched values are in the immune function table comparing pre- and post-treatment measurements. The intervention arm is the observation group receiving Kanglaite plus GP, with n=42, and the control arm receives GP alone, with n=40. Post-intervention CD4/CD8 is reported as 0.11 ± 0.00 for the intervention group and 0.10 ± 0.00 for the control group. The table states values are mean ± s, so the ± values are SDs.",0.11,0.00,42,0.10,0.00,40,13.37,0,4707,487,5194
#27-26,deepseek,CD4+/CD8+ T-cell ratio,,0.11,0.00,42,0.10,0.00,40,13.38,0,4194,900,5094
#27-26,final_consensus,CD4+/CD8+ T-cell ratio,"The article reports immune-function outcomes including CD3, CD4, and CD4/CD8; CD4/CD8 strictly matches the requested CD4+/CD8+ T-cell ratio. The matched values are in the immune function table comparing pre- and post-treatment measurements. The intervention arm is the observation group receiving Kanglaite plus GP, with n=42, and the control arm receives GP alone, with n=40. Post-intervention CD4/CD8 is reported as 0.11 ± 0.00 for the intervention group and 0.10 ± 0.00 for the control group. The table states values are mean ± s, so the ± values are SDs.",0.11,0.00,42,0.10,0.00,40,26.75,0,8901,1387,10288
#27-27,gpt,,"The article reports clinical response (complete/partial response, stable disease, progression, total effective rate) and adverse reactions, but it does not report CD4+/CD8+ T-cell ratio. No immune marker outcome matching the requested CD4+/CD8+ ratio is present after intervention. Although each group had 48 participants, there are no post-intervention means or SDs for CD4+/CD8+ ratio to extract.",,,,,,,12.4,0,3031,408,3439
#27-27,deepseek,,"The article reports clinical efficacy (RECIST) and adverse reactions, but does not mention CD4+/CD8+ T-cell ratio or any T-cell subset ratios. No outcome matching the requested definition is present.",,,,,,,8.13,0,2702,616,3318
#27-27,final_consensus,,"The article reports clinical response (complete/partial response, stable disease, progression, total effective rate) and adverse reactions, but it does not report CD4+/CD8+ T-cell ratio. No immune marker outcome matching the requested CD4+/CD8+ ratio is present after intervention. Although each group had 48 participants, there are no post-intervention means or SDs for CD4+/CD8+ ratio to extract.",,,,,,,20.53,0,5733,1024,6757
#27-28,gpt,,"The article reports T lymphocyte subgroup outcomes CD3, CD4, and CD8 after treatment, but it does not report the CD4+/CD8+ T-cell ratio as a distinct outcome. Although CD4 and CD8 values are available separately for observation and control groups, the requested outcome requires a reported CD4+/CD8+ ratio and should not be derived or substituted. Therefore, no strictly matching CD4+/CD8+ T-cell ratio outcome is available for extraction.",,,,,,,11.67,0,2631,405,3036
#27-28,deepseek,,"The article reports CD3, CD4, and CD8 T-cell subset values separately but does not provide the CD4+/CD8+ T-cell ratio. No ratio is calculated or reported. As per the outcome definition, the required measure is strictly the ratio, not the individual subsets. Therefore, no matching outcome is available, and all fields must be returned as null.",,,,,,,8.72,0,2427,621,3048
#27-28,final_consensus,,"The article reports T lymphocyte subgroup outcomes CD3, CD4, and CD8 after treatment, but it does not report the CD4+/CD8+ T-cell ratio as a distinct outcome. Although CD4 and CD8 values are available separately for observation and control groups, the requested outcome requires a reported CD4+/CD8+ ratio and should not be derived or substituted. Therefore, no strictly matching CD4+/CD8+ T-cell ratio outcome is available for extraction.",,,,,,,20.39,0,5058,1026,6084
